location,gender,category,target,time,day,date,year_month,like,after,comment_text
Guizhou,male,MA,I,18,Friday,2020/6/5,2020/06,5,想起 烧伤 超人 宝 ， 猪头 pua 大美女 自杀 ？ ！ ,让我想起那个什么烧伤超人宝什么的，也是猪头一个还pua一个大美女为他自杀？！
Others,female,SCB,I,21,Friday,2020/6/5,2020/06,0,哈哈哈 爸妈 结婚 生 ， 口口声声 婚驴 ， 权力 ， 观点 真 苟同 ， 打着 女权 名号 ， 满嘴 自私 ,哈哈哈自己都是爸妈结婚生的，口口声声婚驴，为大家争取权力没问题，有些观点真不能苟同，打着女权名号，满嘴的自私
Others,female,MA,G,22,Friday,2020/6/5,2020/06,1,弄 号 ， 女权 ， 平权 ， 男权 ， les ， gay ， 够 恰钱 ,你弄几个极端号，女权，平权，男权，les，gay，这几个够你恰钱了
Hebei,male,SCB,I,8,Saturday,2020/6/6,2020/06,0,""" 上层社会 大清 生活 ， 底层 人才 踏踏实实 过日子 ， 更会 尊重 女性 ， 嘴里 屌丝 ， 当回事 ， 欠 ， 越 越 珍惜 。 ","上层社会的人每天都过着大清一样的生活，只有底层的人才会踏踏实实过日子，也更会尊重女性，你们嘴里叫的屌丝，恰恰是把你们当回事的，但是人就是欠，越容易得到的越不珍惜。呵呵,现在机会都有了，如果你作为一个女性不自强奋进，而只是贬低男性来凸显你的重要性的话，大清就永远都在。"
Others,female,SCB,G,8,Saturday,2020/6/6,2020/06,0,昨晚 站 平权 ， 倡导 结婚 ， 轮不到 已婚 孩子 女权 博主骂 婚驴 ,昨晚开始我只站平权，就算真的倡导不结婚，也轮不到一个已婚有两个孩子的女权博主骂别人婚驴
Oversea,female,MA,I,17,Saturday,2020/6/6,2020/06,0,女权 内部矛盾 派系 太多   批斗 男性 斗   女权运动 。 。 。 “ 女权 ” 概念 说法   更何况 纲领 诉求 ,女权内部矛盾和派系真的太多了 除了批斗男性还有内斗 我并不觉得女权运动能有啥好结果。。。就连“女权”的概念都有各种说法 更何况纲领和诉求呢
Guangdong,female,MA,G,9,Sunday,2020/6/7,2020/06,3,脸 ， 他配 女人 说话 ？ ？ 举报 拉黑 一条龙 。 他配 女人 说话 ？ ？ ？ ？ ,给他脸了，他配跟女人说话？？举报拉黑一条龙。他配跟女人说话？？？？
Shandong,female,MA,I,10,Sunday,2020/6/7,2020/06,0,回复 @ 夏日 入侵 企画 · : 一点 是因为 不幸 归结 婚姻 （ 万恶之源 碰 驴 ） ， 没想 婚姻 经历 理解 ， 活在 世界 里 偏执 ， 不可理喻 ,回复@夏日入侵企画·:我觉得还有一点可能是因为她们把不幸归结于婚姻（认为这个是万恶之源谁碰谁是驴），但她们没想过并不是别人所有的婚姻都像她们经历的或理解的一样，这种就是活在自己世界里的极端偏执者，真的不可理喻
Beijing,female,SCB,G,10,Sunday,2020/6/7,2020/06,0,咯 ， 同学 天天 朋友圈 叫嚣 田园 女 ,很正常咯，我有个同学就天天在朋友圈叫嚣田园女
Shanxi,female,SCB,G,10,Sunday,2020/6/7,2020/06,89,网上 热衷于 女权 对线 无一例外 男子 大生 （ 误伤 对不起 ,每天在网上热衷于和女权对线的无一例外都是男子大生（如有误伤对不起
Shaanxi,female,MA,G,10,Sunday,2020/6/7,2020/06,0,哈哈哈 哈哈哈   ： 陈述 事实 要说 打拳 女权 平权     ： 爷 重拳出击 ,哈哈哈哈哈哈这不就是我吗 一开始：我只是在陈述事实他们为什么要说我打拳女权不就是平权吗  现在的我：爷重拳出击
Jiangxi,male,MA,I,15,Sunday,2020/6/7,2020/06,0,人权 。 乱世 狗 。 讲 人权 。 只想 享受 付出 。 中国 女性 。 不服 来辩 。 ,要啥人权。如果在乱世还不如一条狗。讲啥人权。只想享受不付出。中国很多的女性。不服来辩。
Jiangxi,male,SCB,I,15,Sunday,2020/6/7,2020/06,1,""" 挣钱 孩子 男人 。 ！ ","你可以去挣钱孩子男人可以看。去吧！,可以呀。男女平等。你可以去挣钱养家男性看孩子。男女不是追求平等么。超过平等就是女权。在混乱外国你去追求女权试试。饿你三天就老实了。"
Jiangxi,male,SCB,I,15,Sunday,2020/6/7,2020/06,1,战争时代 ， 女权 入侵者 对线 ， 讲究 平等 。 打个比方 抗日战争 解放战争     越南 反击战 。 对印 反击战 。 中印 争端 。 女性 侵略者 对线 。 追求 女权 。 。 ,如果在战争时代，你们女权也去跟入侵者对线，不是讲究平等。打个比方比如抗日战争解放战争  越南反击战。对印反击战。还有现在的中印争端。你们女性可以去跟侵略者对线。你不是要追求女权。去吧。
Jiangxi,male,SCB,I,15,Sunday,2020/6/7,2020/06,1,打仗 女权主义 打仗 ， 别尿 裤子 ,以后打仗让你们女权主义去打仗，别尿了裤子
Others,female,MA,G,15,Sunday,2020/6/7,2020/06,0,女 🐎 权 ， 男 👊 爹日 傻 ,女你🐎比的权呢，我看你是被你男👊爹日傻了吧
Others,male,MA,G,15,Sunday,2020/6/7,2020/06,0,博主 底下 田园 女权 杠上 ， 没意思 拉 黑 ， 姐姐 微博 阴阳怪气 ,在某个博主底下跟田园女权杠上了，后来觉得没意思就拉黑了，然后这姐姐在微博一直阴阳怪气我
Zhejiang,male,MA,I,15,Sunday,2020/6/7,2020/06,6,厉害 … 大学 嗅到 男女 对立 商机 ， V ,真的厉害…在大学的时候就嗅到了男女对立的商机，成为大V
Others,female,MA,I,16,Sunday,2020/6/7,2020/06,6,开车 一年 ， 责任 男 司机 撞 ， 直行 ， 调头 非要 撞 ， 躲 躲不开 。 车库 ， 前方 有车 倒库 ， 减速慢行 ， 后方 来个 大众 撞 跳 。 男 司机 真他妈 不靠 谱 ,开车不到一年，在我毫无责任的情况下已经被两个男司机撞了，一次我直行，对方调头非要来撞我，躲都躲不开。一次在车库，前方有车倒库，我减速慢行，后方来个大众撞得我一跳。男司机真他妈不靠谱
Hubei,male,SCB,G,18,Sunday,2020/6/7,2020/06,0,绑架 ？ 你结 结婚 关 事 ？ 父母 ， 人会求 结婚 ？ 整天 犯 迫害 妄想症 ,谁绑架你了？你结不结婚关别人什么事？除了你父母，还有人会求着你结婚？整天犯被迫害妄想症
Others,female,MA,I,19,Sunday,2020/6/7,2020/06,3,感觉 环境 ， 女性 发声 真实 举报 成不实 ， 而厌 女博 很大 几率 举报 成功 ， “ 男女有别 ” 无力 ,感觉这个环境，为女性发声的真实的可以被举报成不实的，而厌女博很大几率举报不成功，毕竟“男女有别”很无力
Guangdong,female,MA,I,20,Sunday,2020/6/7,2020/06,7,""" 中国 男人 学 ， 其人 之道 还治其人之身 。 麻烦 中国 男人 大度 宽容 ， 敏感 小气 。 ","跟你们中国男人学的，其人之道还治其人之身。麻烦中国男人大度宽容，别这么敏感小气。,你没骂过又如何？中国男人骂了几十年了，你你想做理中客？麻烦去找始作俑者。中国男人什么时候反省道歉弥补了再说。,现在知道以偏概全了？你们骂女司机时候呢？你们骂女人啥啥时候呢？咋不知道？现在出来装几把了，恶心。,看看，中国男人就这德性，放着截图他看不到呢。中国男人，呵呵，中国男人，驰名装瞎，驰名双标。"
Others,female,MA,G,22,Sunday,2020/6/7,2020/06,348,记得 柯某 粉丝 真 女权 ， ,记得有个人说柯某的粉丝才是真女权吧，去冲吧
Others,male,MA,I,22,Sunday,2020/6/7,2020/06,50,yes ， 知乎 ， 平权 女 ， 牌坊 精 ， 骂 。 。 。 。 ,yes，我原来在知乎，平权女，现在看看简直就是牌坊精，还被骂。。。。
Others,male,SCB,G,23,Sunday,2020/6/7,2020/06,5,女人 子宫 ， 直 男 ， ,女人的子宫仿佛不属于自己，属于直男，呵呵
Sichuan,male,SCB,G,23,Sunday,2020/6/7,2020/06,34,想起 wb 男 用户 言论 “ 彩礼 ， 伺候 公婆 ， 公认 打认 骂 ， 生 超过 儿子 ， 怀孕 坐月子 期间 吃苦耐劳 ， 吃饭 上桌 ， 老公 手洗 内裤 ， 女权 ！ ” ,想起之前看到有的wb男用户言论“不要彩礼，伺候公婆，对老公认打认骂，生超过两个儿子，怀孕坐月子期间也一样吃苦耐劳，吃饭不上桌，给老公手洗内裤的，才是真正的女权！”
Others,female,MA,I,0,Monday,2020/6/8,2020/06,16,， “ 真 女权 ， 男人 娶 好福气 ” ， 真 女权 很受 男人 ， 女权 男人 ,不是哦，你是“真女权，哪个男人娶了你就是好福气”，这种真女权很受男人欢迎呢，我们极端女权都是没男人要的呢
Others,female,MA,I,0,Monday,2020/6/8,2020/06,23,巨额 嫁妆 ， 孩子 老公 姓 ， 月工资 交给 老公 ， 女 👊 🏻 ,还要带巨额嫁妆，孩子跟老公姓，每个月工资上交给老公，不然就是女👊🏻
Others,female,MA,I,0,Monday,2020/6/8,2020/06,84,女性 说话 辱骂 “ 天经地义 ” ， 结婚 生子 总统 陌生人 嘲笑 “ 常规 操作 ” ， 主页 里 嘟囔 随父 姓 不好 “ ” ， 老双标 ,替女性说话就要被辱骂是“天经地义”，不结婚生子哪怕当上总统也要被陌生人嘲笑也是“常规操作”，在自己主页里嘟囔一句随父姓不好就是“过于极端”，老双标了
Others,female,MA,I,8,Monday,2020/6/8,2020/06,18,！ ！ ！ 蝻 蛆 papi 装女 拳 骂 ！ ！ ！ 泼 脏水 ！ ！ ！ ,我知道了！！！肯定是蝻蛆在papi下面装女拳骂的！！！泼脏水！！！
Sichuan,female,MA,I,9,Monday,2020/6/8,2020/06,2,女性 发声 ， 独立 意识 ， “ 女拳 ” ,只要你为女性发声，只要你有独立意识，你就是“女拳”
Sichuan,male,SCB,G,9,Monday,2020/6/8,2020/06,36,@ turboShuiDi   戚薇 女人 生育 工具   太 ,@turboShuiDi 戚薇居然敢说女人不是生育工具 也太极端了
Beijing,female,MA,G,10,Monday,2020/6/8,2020/06,16,男 女权 ， 麻烦 自宫 做 真 女权 ,如果有男的觉得女权有问题，麻烦自宫了自己做真女权
Others,female,SO,I,11,Monday,2020/6/8,2020/06,0,女人 支持 一夫多妻 死 ， 母 畜生 跑 写 男主 种马 文 ， 嗑 一夫多妻 ， 女 主控 处 男控 嗑 一夫多妻 ， 卧槽 去死吧 ， 母 畜生 死 。 身为 女人 嗑 支持 一夫多妻 ， 死 。 杀 。 公畜 杀 。 ,女人支持一夫多妻必死，还有母畜生跑去写男主种马文的，还嗑一夫多妻，甚至看到女主控处男控嗑一夫多妻，卧槽你们去死吧，母畜生必死。身为女人还嗑与支持一夫多妻，你们必死。我杀了你们。把你们跟公畜一起杀了。
Shaanxi,female,MA,G,13,Monday,2020/6/8,2020/06,1,“ 驴 ”   讨厌 “ 驴 ” 说法   没救 帮 男人 霍霍 女性 ... ,除了“驴” 其实我真的很讨厌“驴”这个说法 但是她们自己已经没救了还帮着男人霍霍女性...
Shandong,male,MA,I,14,Monday,2020/6/8,2020/06,0,嗷嗷 大叫 着生 孩子 母猪 笑 死 ,嗷嗷大叫着生孩子的是母猪真是笑死我了
Oversea,female,SCB,I,14,Monday,2020/6/8,2020/06,0,免费 鸡 免费 子宫 女拳 ,只要不是免费鸡免费子宫都是女拳啦
Oversea,female,MA,I,14,Monday,2020/6/8,2020/06,6,所有人 驴 ， 女性 形式 人权 ， 驴 。 免费 鸡 免费 子宫 ， 口口声声 “ 女生 ” ， 驴 。 ,不是所有人都是驴，愿意为女性争取一切形式的人权，不是驴。又当免费鸡又当免费子宫，还口口声声说“我是女生我也觉得”，那就是驴。
Ningxia,female,SCB,G,14,Monday,2020/6/8,2020/06,0,""" 真想 恐同 人会存 照片 ， 恶心 。 ","真想不出来一个恐同的人会存这种照片，您可真是恶心到我了。,你咋这么恶心呢？专门往群p圈里钻,你的智商又高到哪里去了呢？耽美什么意思，你知道吗？真不知道你看的哪篇霸道总裁文给耽美本质带来了什么误解,啥是李春鸭啊？我怎么就没听说过呢？太不幸了，这种东西都能被恐同的您发现,还滥交约p，支持代孕，他们反对的声音比我们本身受益者的声音还要大。,你这语言组织的越看越像街边的老大娘撒泼。"
Shaanxi,female,MA,I,14,Monday,2020/6/8,2020/06,0,""" 男同圈 感兴趣 ， 现实 男同 发 。 ","你不是对男同圈感兴趣么，现实男同就是我给你发的那个。,耽美是女性写手写的女生恋爱观文，是对男性的美好期待。是yy的产物。现实男同圈是耽丑。什么霸道之类，，，我宁愿看修仙文也不看那个。,李春姬支持代孕而且仇女，恨国,我要反对肯定要了解清楚男同圈内幕吧。李春鸭图片给你发 评论配图,你到男同圈尤其是化妆行业打听一圈看看,你还真是看李春鸭被洗脑的弱智女唉。,又是一个分不清耽美和现实男同的丑挫腐女。耽美本质是女生丢掉公主包袱的恋爱观。现实男同圈大半人滥交约p，支持代孕，你当看耽文呢,乖孙子这么支持去给你txl当同妻去吧。然后生完孩子再被家暴吧,我看你是个憨憨，是不是你拔和你弟搞你觉得更比刺激一些？。你腐虫上脑了,你是腐虫上脑的腐女"
Jiangsu,female,MA,I,14,Monday,2020/6/8,2020/06,0,倒 女权 至上 偏风 气象 ， 无语 ,我倒是觉得现在有些女权至上的偏风气象了，就很无语
Others,female,MA,I,15,Monday,2020/6/8,2020/06,1,过得 稀烂 ， 不管不顾 当爹 ， 欺负 孩子 没得选 。 女人 意识 选 。 ,那些自己过得稀烂，还要不管不顾要当爹的人，也不过是欺负孩子没得选。所以他们很怕女人意识到自己有得选。
Others,female,MA,G,15,Monday,2020/6/8,2020/06,2,""" 蝻 蛆 爆 爆 心中 女权 领头 ， 女权 蝻 蛆 势力 一哄而散 ， 女权 散装 野生 geming ， 真实 脑人 ","蝻蛆以为只要爆吧一样爆了他们心中的女权领头，女权就会像蝻蛆势力一样一哄而散，但是女权是散装的野生geming，因为每一个都是真实的有脑人,不过这也证明了无人的理论：蝻蛆找头领一哄而上抱团，女权野生每一个都是会思考的独立人类"
Oversea,female,MA,I,15,Monday,2020/6/8,2020/06,0,是因为 听到 我妈 这位 朋友 骂 儿媳 （ which   is   小男孩 妈妈 ） 她家 家底 女方 姓 她家 姓 发现   提 生二胎 当面 你家 出个 吊 资格 她生 。     爽到   自然 小男孩 好感 ,还有可能是因为最近听到我妈的这位朋友骂她儿媳（which is 小男孩的妈妈）说以为她家有家底要求随女方姓结果跟她家姓了以后才发现根本没有 提生二胎还被当面说你家就出个吊没资格要求她生。 嘿嘿 有被爽到 自然就开始对小男孩有好感了
Jiangsu,female,MA,I,15,Monday,2020/6/8,2020/06,0,""" 女权 至上 ， 某种意义 传统 男权 至上 区别 。 追求 平等 ， 一方 凌驾于 另一方 之上 。 ","但女权至上又过了些，某种意义上和传统的男权至上没啥区别。追求的是平等，而不是一方凌驾于另一方之上。,传统观念想让女人做好第一个字，女权是想让女人做好第二个字。"
Jiangsu,female,SCB,I,16,Monday,2020/6/8,2020/06,0,， 可惜 女生 权利 觉醒 正确引导 ， 错误引导 成 女权 至上 ， 心疼 。 ,是啊，可惜很多女生关于权利的觉醒没有被正确引导，反而被错误引导成了女权至上，蛮心疼的。
Beijing,male,SCB,G,16,Monday,2020/6/8,2020/06,1,普京 点赞 ！ 孩子 爸爸妈妈 ， 婚姻 一男一女 事 。 我国 点赞 ， 婚姻法 捍卫 中华民族 公序良 俗 ， 婚姻 一男一女 。 ,给普京点赞！孩子只有爸爸妈妈，婚姻是一男一女的事。也给我国点赞，我们的婚姻法捍卫中华民族的公序良俗，也是婚姻只在一男一女之间。
Others,female,MA,I,16,Monday,2020/6/8,2020/06,60,男人 世上 生 孩子 ， 白来 人世 一趟 ， 男人 无用 ， 活着 浪费 空气 死 浪费 土地 ， 灭绝 。 ,所以男人来世上生不了孩子，就算白来人世一趟，男人竟这样无用，活着浪费空气死了浪费土地，应该灭绝。
Sichuan,female,MA,I,16,Monday,2020/6/8,2020/06,40,男人 生 孩子 ， 跪求 胚胎 植入 腹腔 内膜 ， 人造 代孕 子宫 ， 白活 一世 ,男人也可以生孩子，它应该去跪求胚胎然后植入自己的腹腔内膜，当个人造代孕子宫，不然就是白活了一世
Shanghai,female,MA,G,17,Monday,2020/6/8,2020/06,38,成不了 杨丽萍 ， 活得 母猪 ， 做 母猪 … ,虽然我成不了杨丽萍，但我只要活得比母猪好，就可以不做母猪啊…
Guangdong,male,MA,G,18,Monday,2020/6/8,2020/06,17,骂 田园 女权 ＝ 骂 女权 ＝ 讨厌 女性 = 女性 对立 = 男拳 代表 ,骂田园女权＝骂女权＝讨厌女性=女性对立=男拳代表
Shanghai,female,MA,I,18,Monday,2020/6/8,2020/06,48,田园 翻译成 草根 grassroot ， 理解 ,其实我觉得田园可以翻译成草根grassroot，也许这样她们能理解
Chongqing,male,SCB,I,18,Monday,2020/6/8,2020/06,2,豆瓣 小组 兄弟 ， 讲 不通 ， 90 追星 女 ， 没脑子 柯洁 讨厌 女性 ,去豆瓣小组看看吧兄弟们，跟她们讲不通的，里面90以上都是追星女，都没脑子的都觉得柯洁讨厌女性
Beijing,male,SCB,I,18,Monday,2020/6/8,2020/06,0,女权 不生 挺 ， 天天 不让 生就 ,女权不生挺好的，但她们天天不让别人生就不对了
Liaoning,female,SCB,I,18,Monday,2020/6/8,2020/06,11,有人 说出 这话 ， 女性 两边 恶心 死 ,终于有人说出这话了，正常女性被两边的人都要恶心死了
Others,female,MA,I,19,Monday,2020/6/8,2020/06,0,""" 腐癌 女 希望 以身作则 ， 代孕 至死 ， 同妻 至死 ， 算 女性 做点 贡献 ， 你情 愿 ， 女性 临表 涕零 ， 甚 感激 ","腐癌女希望能以身作则，代孕至死，同妻至死，也算为其他正常女性做点贡献，毕竟你情我愿，其他女性临表涕零，不甚感激,腐女喜欢，基佬喜欢，在中国代孕成的夫夫已经不少，还大爸二爸，既然那么喜欢物化异性，以后婚姻法就专门改成同同组成家庭，省得还有骗婚，异性就专门用来繁衍吧，合了微博腐癌女的和基佬的意，顺便告诉下一代，尤其是男同代孕出的孩子，希望你诚实告诉你孩子你是我花钱代孕出的，诚实是男同的好品质"
Others,female,MA,I,21,Monday,2020/6/8,2020/06,1,好好 安心 搞 事业 多好 ， 有钱 男人 算个 屁 。 ,好好安心搞事业多好，有钱了男人算个屁啊。
Others,male,MA,I,21,Monday,2020/6/8,2020/06,76,只不过 田园 女拳 想 归进 女权 里 ， 做个 “ 正派 ” ,只不过是田园女拳想把自己归进女权里，做个“正派”而已
Oversea,male,SCB,G,21,Monday,2020/6/8,2020/06,15,第二段 列出来 论点 扯 犊子 ， 完美 做错 接受批评 行 ， 做梦 咯 ， 梦里 ， 梦里 ,从第二段列出来的论点就开始扯犊子了，不完美也好做错了也罢不接受批评还行，那不如去做梦咯，梦里啥都有，梦里它们都是人上人
Others,male,MA,G,21,Monday,2020/6/8,2020/06,14,， 特意 百度 ， 中华 田园 犬名 形容 中国 特有 女权 （ 全世界 女权 ， 男 蛆 见识 少 搞 污名 化 分割 一套 ） ,就是这个，我今天特意百度了一下，借了中华田园犬名来形容中国特有女权（其实全世界女权都这样，男蛆见识少还搞污名化分割这一套）
Others,female,SCB,G,21,Monday,2020/6/8,2020/06,0,批评 是因为 女权 ， 自称 女权 干着 侵害 女性 权益 事 ， 分裂 女性 搞 对立 一手 ,我批评是因为他们根本就不是女权，自称女权干着侵害女性权益的事，分裂女性搞对立有一手
Shanghai,female,MA,G,21,Monday,2020/6/8,2020/06,5,别骂 田园 女拳 ， 反对 女权 ， 反正 没差 ,既然这样以后别骂田园女拳，直接反对女权就对了，反正没差
Jilin,male,SCB,G,21,Monday,2020/6/8,2020/06,39,讨论 里 论调 ， 女性 女权 团体 中 女权 割席 ， 本质 讨好 男权 社会 谋利 。 傻 ， 独立思考 能力 做 分道扬镳 ？ 关乎 立场 社会 背景 ， 取决于 内心 ， 女权 ？ ,我看那个讨论里有一个论调，说女性在女权团体中与极端女权割席，本质上也是讨好男权社会为自己谋利。我当时就傻了，在拥有独立思考能力下我觉得她就是做得不对与她分道扬镳有什么问题吗？这个不关乎立场和社会背景，只取决于你的内心，难道你极端女权就是不能被认为有问题是吗？
Liaoning,male,MA,G,21,Monday,2020/6/8,2020/06,4,思维 ， 黑人 运动 人权 ， 女 👊 🏻   ？ ,你真的觉得你的思维没有问题吗，黑人运动是为了人权，女👊🏻 呢？
Others,male,SCB,I,21,Monday,2020/6/8,2020/06,0,白帽 证明 ， 有时候 闹 过分 权利 更大 歧视 ,白帽们已经证明，有时候你闹的过分获得的不是权利而是更大的歧视
Others,female,MA,I,21,Monday,2020/6/8,2020/06,3,女性 高 成就 不用 器官 权力 ？ 想 子宫 高度 成就 资格 ？ ,女性得拥有很高的成就才有不用自己的某个器官的权力？那么相应的是不是想用子宫的也得做到高度的成就才有资格用？
Hubei,female,MA,I,21,Monday,2020/6/8,2020/06,5,这算 ， “ 男 鲍毓明 事件 中为 受害者 发声 等于 支持 鲍毓明 ， qj 为伍 ” ,你这算啥，我还看到过“你们男的没有在鲍毓明事件中为受害者发声就是等于支持鲍毓明，与qj为伍”
Jilin,male,SCB,G,22,Monday,2020/6/8,2020/06,13,女权 已婚 女性 污名 化 ， 难听 词汇 祖安人 自愧不如 ， 男权 社会 压迫 ， 合计 女权 社会 肆无忌惮 已婚 女性 污名 化 ？ 辱骂 性 词汇 欠揍 ？ ,还有就是极端女权对已婚女性的污名化，各种难听的词汇让祖安人都自愧不如，你们说这是男权社会的压迫，我合计难道进入了女权社会就可以肆无忌惮的对已婚女性污名化吗？任何时候对别人使用辱骂性词汇都明显是欠揍行为吧？
Jilin,male,MA,G,22,Monday,2020/6/8,2020/06,6,反驳 ， 反驳 一套 “ 国蝻 共情 能力 ” ， “ 国蝻 99% 犯罪者 ” ,你还不能反驳，反驳就上来一套“国蝻没有共情能力”，“国蝻99%都是犯罪者”
Others,female,MA,I,22,Monday,2020/6/8,2020/06,1,， 报道 国蝻 里 1 / 4 性骚扰 ,这不是正常吗，能说出来据报道国蝻里有1/4曾有过性骚扰还能说什么呢
Others,male,SCB,I,22,Monday,2020/6/8,2020/06,0,， 女权 女拳 一丘之貉 ， 制造 对立 帮凶 。 ,不，我反而认为女权和女拳都是一丘之貉，都是制造对立的帮凶。
Tianjin,female,SO,I,22,Monday,2020/6/8,2020/06,0,逻辑 ， 出生 注定 生 ， 注定 白活 。 活着 浪费 自然资源 ， 干嘛 早早 自杀 ， 腐熟 ， 增肥 土地 ， 自然 循环 。 ,按它的逻辑，它一出生就注定一个都生不出来，注定白活。那它与其活着浪费自然资源，干嘛不早早自杀，腐熟，增肥土地，进入自然循环。
Hong Kong,male,SCB,I,22,Monday,2020/6/8,2020/06,1,支持 正当 女权 ， 反对 女权 ， 男女 结婚 生子 权利 ， ， 结婚 生子 权利 ， 结婚 ， 结婚 ， 尊重 ， 骂 结婚 女人 婚 驴 女权 ， 女权 不用 ？ ,我支持正当女权，我反对极端女权，我们不管男女都有有不结婚生子的权利，反之，我们也有结婚生子的权利的，不管是结婚，还是不结婚，大家都应该尊重对方，所以那些骂结婚的女人是婚驴的女权们，你们是不是正常女权不用我多说了吧？
Others,male,SCB,G,22,Monday,2020/6/8,2020/06,0,， ， 想 想 做 。 不正之风 成 气候 ， 自然 天威 降临 。 到时候 狗屁 政治 正确 不攻自破 。 激进 ， ， 男性 恶性事件 ， 结束 。 反思 白 左 引进 难民 。 ,为什么不随着她们说，让她们说什么就是什么，想怎么说想怎么做都不去管。等这种不正之风真的成了气候，自然会有天威降临。到时候什么狗屁政治正确都不攻自破。随她们激进，随她们极端，等什么时候针对男性的严重恶性事件开始发生，这一切就都结束了。就像反思白左引进难民的决定一样。
Others,male,MA,I,22,Monday,2020/6/8,2020/06,1,极端派 搞 代孕 卖淫 传销 刷单 黑产 ， 犯罪分子 割席 ？ ？ ？ ,某些极端派本身就是搞代孕卖淫传销刷单这些黑产的，这都不跟犯罪分子割席？？？
Henan,female,MA,G,22,Monday,2020/6/8,2020/06,21,狗 娘养 ， 自然 女 不配 当人 。 ,他是狗娘养的，自然就觉得女的不配当人呗。
Sichuan,male,MA,I,23,Monday,2020/6/8,2020/06,334,反 女权 男人 生活 过得 很惨 ,由此看出反女权男人们的生活过得很惨
Beijing,female,MA,I,23,Monday,2020/6/8,2020/06,1,女人 生不生 孩子 事   男人 掺和   女性 规划     讨论   女人 讨论   感觉 基佬 问   月 几号 ,为什么女人生不生孩子这种事 男人来掺和 这不是女性自己的规划吗  就算讨论 也是女人之间讨论吧 感觉好像一个基佬在问我 这个月几号来一样
Beijing,female,MA,I,23,Monday,2020/6/8,2020/06,0,我天   理解   女性 生不生 孩子   女性 事儿   男 生气   每次 女生 不想 结婚 不想 生 孩子   底下 评论 男人 气急败坏 批判 ,我天呐 我真的不理解 女性生不生孩子 这不是女性自己的事儿吗 为什么男的这么生气 每次看到有女生说不想结婚不想生孩子 底下评论的男人都气急败坏的批判
Fujian,female,MA,I,23,Monday,2020/6/8,2020/06,0,田园 女权 是从 田园 女犬 发展 … … “ 草根 ” 不太对 ,田园女权一开始应该是从田园女犬发展过来的……可能用“草根”不太对
Shaanxi,male,MA,G,0,Tuesday,2020/6/9,2020/06,0,屁股 糊着 屎 💩 ， 割席 ， 温和派 容忍 污点 。 本质 符合 利益 。 ,自己屁股上糊着屎💩，还出来说着不割席，温和派容忍污点存在。本质上还是符合自身利益。
Guangdong,female,SCB,I,0,Tuesday,2020/6/9,2020/06,0,女性 自由 不生 孩子 ， 生与 不生 女性 ， 历史 女性 条条框框 数不清 ， 时代 男权 主义 。 女性 自由 导致 社会 绝种 ， 主导权 女性 ， 公婆 老公 ， 不生 对不住 全 祖宗 ， 女性 生 孩子 工具 ， 家 建立 尊重 ， 利用 工具 ！ ,女性的自由不是说不生孩子，而是生与不生由女性决定，历史给女性的条条框框确实是多得数不清，这个时代已经不是男权主义。女性的自由不会导致社会绝种，主导权应该在女性，而不在公婆和老公，不生多两个好像就对不住全祖宗，女性确实是生孩子的工具，但是家应该建立在尊重上，而不是利用这个工具！
Shandong,male,SCB,G,1,Tuesday,2020/6/9,2020/06,3,， 男女平等 不好 ？ 微博 男权 女权 社会 和谐 呼吁 ， 挑起 争端 制造舆论 唯恐 社会 乱 ,真的，男女平等不好吗？微博男权女权几个是为了社会和谐而呼吁的，不断挑起争端制造舆论唯恐社会不乱
Others,female,MA,I,1,Tuesday,2020/6/9,2020/06,82,韩国 男人 中国 男人 骨气 ， 啥时候 中国 男权 学学 ,韩国男人比中国男人有骨气啊，啥时候中国男权也能学学啊
Guangdong,male,MA,I,1,Tuesday,2020/6/9,2020/06,2,微博 上当 女权主义者 批评 女权主义者 ， 场面 尴尬 ， 两边 不想 破坏 游戏规则 ， 越 越 不爽 ， 最终 发展 成 割席 。 割席 游戏规则 ， 光明正大 地互 喷 ,所以在微博上当一个女权主义者去批评另一个女权主义者的时候，场面就会非常尴尬，两边都不想破坏游戏规则，但是就是越看对方越不爽，最终发展成割席。割席了就没有游戏规则了，从而可以光明正大地互喷
Others,female,MA,I,2,Tuesday,2020/6/9,2020/06,74,我国 反 女权 人士 屁 放   国家 真 ·   反 女权 男性   相比而言 田园 南拳   想 占便宜 不想 付出 ,我国反女权人士看了屁都不敢放一个 看看别人国家真· 反女权的男性是什么样子 相比而言咱们这边都是田园南拳 又想占便宜又不想付出
Others,female,MA,I,4,Tuesday,2020/6/9,2020/06,4,思路 ！ 骂 女权 统统 女权 标签 ！ 披皮 反串 辛苦 ， 不辞辛劳 实际行动 演绎 吊子 悲哀 ， 引一众 姐妹 纷纷 落泪 ， 人活 一世 ， 活成 真 悲剧 ， 人生 演绎 男权 社会 黑暗 ， 引发 人民 醒来 女权 社会 向往 ， 。 感动 ,这个思路真的很好啊！把骂女权的统统都打上女权的标签！各位披皮反串真的辛苦了，不辞辛劳的用实际行动演绎吊子的悲哀，引一众姐妹纷纷落泪，人活一世不容易，活成这样真悲剧，用自己的人生演绎男权社会的黑暗，引发广大人民对即将醒来的女权社会的向往，真的好伟大啊。我已经把自己感动到了
