location,gender,category,target,time,day,year_month
Shaanxi,male,MA,I,8,Saturday,2020-04
Others,male,SCB,G,8,Saturday,2020-04
Others,female,MA,I,8,Saturday,2020-04
Others,female,MA,I,8,Saturday,2020-04
Henan,male,SO,I,9,Saturday,2020-04
Anhui,male,MA,I,9,Saturday,2020-04
Hubei,female,MA,G,9,Saturday,2020-04
Ningxia,female,MA,G,9,Saturday,2020-04
Henan,male,SCB,I,10,Saturday,2020-04
Hubei,male,SCB,G,10,Saturday,2020-04
Hubei,female,SCB,G,10,Saturday,2020-04
Others,female,MA,I,10,Saturday,2020-04
Hunan,male,MA,I,10,Saturday,2020-04
Guangdong,male,MA,I,10,Saturday,2020-04
Beijing,female,MA,G,10,Saturday,2020-04
Hebei,male,MA,I,11,Saturday,2020-04
Hubei,male,SCB,G,11,Saturday,2020-04
Inner Mongolia,female,SCB,I,11,Saturday,2020-04
Guangdong,male,MA,G,11,Saturday,2020-04
Guangdong,male,MA,G,11,Saturday,2020-04
Others,female,MA,I,11,Saturday,2020-04
Guangdong,male,MA,G,11,Saturday,2020-04
Beijing,male,MA,I,11,Saturday,2020-04
Beijing,female,MA,G,11,Saturday,2020-04
Others,female,MA,I,12,Saturday,2020-04
Shanghai,female,MA,I,12,Saturday,2020-04
Inner Mongolia,female,SCB,I,12,Saturday,2020-04
Others,male,MA,G,12,Saturday,2020-04
Others,female,MA,I,12,Saturday,2020-04
Others,female,SCB,I,12,Saturday,2020-04
Others,male,MA,I,13,Saturday,2020-04
Others,female,MA,I,13,Saturday,2020-04
Fujian,female,MA,I,13,Saturday,2020-04
Shanghai,female,MA,G,14,Saturday,2020-04
Oversea,male,MA,I,14,Saturday,2020-04
Heilongjiang,female,MA,G,14,Saturday,2020-04
Sichuan,male,MA,G,16,Saturday,2020-04
Fujian,male,MA,I,16,Saturday,2020-04
Tianjin,male,MA,G,17,Saturday,2020-04
Sichuan,male,SCB,G,18,Saturday,2020-04
Others,female,MA,G,19,Saturday,2020-04
Others,female,SCB,G,19,Saturday,2020-04
Guangdong,male,MA,G,22,Saturday,2020-04
Others,male,MA,I,23,Saturday,2020-04
Oversea,male,MA,I,23,Saturday,2020-04
Beijing,female,MA,I,23,Saturday,2020-04
Oversea,female,MA,I,23,Saturday,2020-04
Oversea,female,MA,G,0,Sunday,2020-04
Fujian,female,SCB,G,0,Sunday,2020-04
Others,female,MA,I,1,Sunday,2020-04
Shanghai,female,MA,I,3,Sunday,2020-04
Oversea,male,MA,I,3,Sunday,2020-04
Hunan,female,MA,G,4,Sunday,2020-04
Others,male,SCB,G,8,Sunday,2020-04
Others,female,SCB,G,8,Sunday,2020-04
Others,female,MA,I,11,Sunday,2020-04
Others,female,SCB,I,12,Sunday,2020-04
Others,female,MA,I,13,Sunday,2020-04
Others,female,MA,G,21,Sunday,2020-04
Beijing,female,MA,I,22,Sunday,2020-04
Guangdong,female,MA,I,22,Sunday,2020-04
Oversea,female,SCB,G,5,Monday,2020-04
Others,female,MA,I,8,Monday,2020-04
Sichuan,female,MA,I,9,Monday,2020-04
Jiangsu,female,MA,I,13,Tuesday,2020-04
Shanghai,female,MA,I,0,Wednesday,2020-04
Others,male,MA,G,1,Wednesday,2020-04
Others,female,MA,I,13,Wednesday,2020-04
Others,male,MA,G,16,Wednesday,2020-04
Others,female,MA,I,0,Thursday,2020-04
Others,female,SO,I,0,Thursday,2020-04
Jiangsu,female,MA,G,1,Thursday,2020-04
Hubei,female,MA,I,8,Thursday,2020-04
Chongqing,male,MA,I,8,Thursday,2020-04
Heilongjiang,male,MA,I,9,Thursday,2020-04
Sichuan,female,MA,I,9,Thursday,2020-04
Others,male,MA,I,10,Thursday,2020-04
Hunan,female,MA,I,14,Thursday,2020-04
Others,female,MA,I,15,Thursday,2020-04
Others,male,MA,G,18,Thursday,2020-04
Oversea,male,MA,I,17,Friday,2020-05
Hong Kong,female,MA,I,21,Friday,2020-05
Others,male,SCB,G,23,Friday,2020-05
Others,female,MA,G,0,Saturday,2020-05
Others,male,SCB,G,0,Saturday,2020-05
Beijing,female,SCB,G,9,Saturday,2020-05
Oversea,female,SCB,I,9,Saturday,2020-05
Oversea,female,MA,G,13,Saturday,2020-05
Oversea,female,MA,I,13,Saturday,2020-05
Others,female,MA,I,13,Saturday,2020-05
Liaoning,female,SCB,I,13,Saturday,2020-05
Others,male,SCB,I,4,Sunday,2020-05
Others,female,MA,I,15,Sunday,2020-05
Others,female,SCB,I,22,Sunday,2020-05
Guangdong,male,SCB,I,15,Monday,2020-05
Hunan,female,SCB,G,13,Tuesday,2020-05
Others,female,MA,I,13,Tuesday,2020-05
Shanxi,male,MA,G,12,Wednesday,2020-05
Others,female,SCB,I,8,Thursday,2020-05
Shandong,female,SCB,G,8,Thursday,2020-05
Shanghai,female,MA,G,15,Thursday,2020-05
Others,female,MA,I,15,Thursday,2020-05
Sichuan,female,MA,I,20,Thursday,2020-05
Others,female,SCB,G,21,Thursday,2020-05
Oversea,female,SCB,G,11,Friday,2020-05
Anhui,female,SCB,G,12,Friday,2020-05
Others,male,SO,I,13,Friday,2020-05
Others,male,SCB,I,12,Saturday,2020-05
Others,male,SCB,I,19,Saturday,2020-05
Others,male,MA,G,22,Saturday,2020-05
Others,female,MA,I,3,Sunday,2020-05
Others,female,SCB,I,3,Sunday,2020-05
Others,female,SCB,I,9,Sunday,2020-05
Others,female,SCB,I,11,Sunday,2020-05
Oversea,female,MA,I,13,Monday,2020-05
Zhejiang,female,SCB,I,13,Monday,2020-05
Henan,female,SCB,G,13,Monday,2020-05
Shanghai,female,MA,I,14,Monday,2020-05
Shanghai,male,MA,I,14,Monday,2020-05
Shandong,male,MA,G,14,Monday,2020-05
Guangdong,female,MA,G,14,Monday,2020-05
Others,female,SCB,I,14,Monday,2020-05
Beijing,female,MA,I,14,Monday,2020-05
Shanghai,female,MA,I,14,Monday,2020-05
Beijing,female,MA,G,14,Monday,2020-05
Beijing,female,MA,I,14,Monday,2020-05
Others,female,MA,G,14,Monday,2020-05
Guangdong,female,SCB,G,14,Monday,2020-05
Guangdong,female,SCB,I,14,Monday,2020-05
Others,female,MA,I,14,Monday,2020-05
Qinghai,female,MA,G,14,Monday,2020-05
Shanghai,female,MA,G,14,Monday,2020-05
Others,male,MA,I,15,Monday,2020-05
Oversea,female,MA,G,15,Monday,2020-05
Others,female,MA,G,15,Monday,2020-05
Sichuan,male,MA,I,15,Monday,2020-05
Shandong,male,MA,G,15,Monday,2020-05
Shanghai,female,MA,I,16,Monday,2020-05
Sichuan,female,MA,G,16,Monday,2020-05
Shanghai,male,MA,I,16,Monday,2020-05
Zhejiang,male,MA,G,16,Monday,2020-05
Ningxia,female,MA,I,16,Monday,2020-05
Others,female,MA,I,17,Monday,2020-05
Shandong,male,MA,I,17,Monday,2020-05
Others,female,MA,G,17,Monday,2020-05
Others,female,SCB,G,17,Monday,2020-05
Henan,female,MA,I,18,Monday,2020-05
Chongqing,female,SCB,I,18,Monday,2020-05
Jiangsu,female,MA,G,18,Monday,2020-05
Others,female,MA,I,18,Monday,2020-05
Oversea,female,SCB,I,18,Monday,2020-05
Jiangsu,female,SCB,I,19,Monday,2020-05
Others,female,SCB,G,19,Monday,2020-05
Oversea,female,MA,G,19,Monday,2020-05
Others,female,SCB,G,19,Monday,2020-05
Oversea,female,MA,G,19,Monday,2020-05
Others,male,SCB,I,19,Monday,2020-05
Beijing,female,MA,I,19,Monday,2020-05
Others,female,SCB,I,20,Monday,2020-05
Zhejiang,female,MA,I,20,Monday,2020-05
Guangdong,female,MA,G,22,Monday,2020-05
Oversea,female,SCB,I,22,Monday,2020-05
Others,female,MA,G,23,Monday,2020-05
Anhui,male,SCB,G,23,Monday,2020-05
Others,female,SCB,I,23,Monday,2020-05
Guangdong,female,MA,G,23,Monday,2020-05
Others,male,MA,I,23,Monday,2020-05
Others,female,SCB,I,23,Monday,2020-05
Sichuan,female,MA,G,23,Monday,2020-05
Sichuan,female,SCB,G,23,Monday,2020-05
Inner Mongolia,male,MA,I,23,Monday,2020-05
Hunan,female,SCB,I,23,Monday,2020-05
Others,female,MA,I,23,Monday,2020-05
Guangdong,female,SCB,I,23,Monday,2020-05
Beijing,male,MA,G,0,Tuesday,2020-05
Beijing,male,MA,I,0,Tuesday,2020-05
Others,female,MA,G,0,Tuesday,2020-05
Yunnan,male,MA,I,0,Tuesday,2020-05
Heilongjiang,female,MA,I,0,Tuesday,2020-05
Shanghai,male,SCB,I,0,Tuesday,2020-05
Beijing,female,MA,I,0,Tuesday,2020-05
Sichuan,female,MA,G,0,Tuesday,2020-05
Sichuan,female,MA,I,0,Tuesday,2020-05
Others,female,MA,I,1,Tuesday,2020-05
Zhejiang,male,SCB,G,1,Tuesday,2020-05
Taiwan,male,MA,I,1,Tuesday,2020-05
Liaoning,male,MA,I,1,Tuesday,2020-05
Hubei,female,MA,G,1,Tuesday,2020-05
Oversea,female,MA,G,2,Tuesday,2020-05
Guangdong,female,MA,I,2,Tuesday,2020-05
Others,female,MA,I,2,Tuesday,2020-05
Others,female,MA,G,2,Tuesday,2020-05
Beijing,male,MA,G,8,Tuesday,2020-05
Sichuan,female,MA,G,8,Tuesday,2020-05
Others,male,SCB,I,9,Tuesday,2020-05
Hubei,female,SCB,I,9,Tuesday,2020-05
Others,female,MA,I,10,Tuesday,2020-05
Others,female,MA,G,10,Tuesday,2020-05
Others,female,SCB,I,10,Tuesday,2020-05
Zhejiang,male,MA,I,11,Tuesday,2020-05
Shaanxi,male,SO,G,11,Tuesday,2020-05
Oversea,male,MA,I,12,Tuesday,2020-05
Fujian,female,MA,I,13,Tuesday,2020-05
Sichuan,female,MA,I,13,Tuesday,2020-05
Others,female,SCB,I,13,Tuesday,2020-05
Others,female,SCB,I,13,Tuesday,2020-05
Sichuan,female,SCB,G,13,Tuesday,2020-05
Anhui,female,SA,I,13,Tuesday,2020-05
Shanghai,female,SCB,G,13,Tuesday,2020-05
Beijing,female,SCB,I,13,Tuesday,2020-05
Jiangsu,female,MA,I,14,Tuesday,2020-05
Guizhou,female,MA,I,14,Tuesday,2020-05
Jiangsu,male,SCB,I,14,Tuesday,2020-05
Heilongjiang,female,MA,I,14,Tuesday,2020-05
Oversea,female,SCB,G,14,Tuesday,2020-05
Others,female,SCB,I,14,Tuesday,2020-05
Oversea,female,MA,I,14,Tuesday,2020-05
Guangdong,female,SCB,G,15,Tuesday,2020-05
Shandong,male,SCB,G,15,Tuesday,2020-05
Heilongjiang,female,MA,I,15,Tuesday,2020-05
Shandong,female,MA,G,15,Tuesday,2020-05
Beijing,female,MA,G,15,Tuesday,2020-05
Shandong,female,SCB,G,15,Tuesday,2020-05
Others,male,SCB,I,16,Tuesday,2020-05
Oversea,female,MA,G,16,Tuesday,2020-05
Others,male,MA,G,17,Tuesday,2020-05
Beijing,female,MA,I,18,Tuesday,2020-05
Hubei,male,MA,I,19,Tuesday,2020-05
Others,female,SCB,G,19,Tuesday,2020-05
Hunan,male,MA,G,19,Tuesday,2020-05
Others,female,MA,I,19,Tuesday,2020-05
Others,female,SCB,G,19,Tuesday,2020-05
Others,male,SCB,I,19,Tuesday,2020-05
Beijing,female,SCB,I,20,Tuesday,2020-05
Hunan,female,SCB,I,20,Tuesday,2020-05
Others,male,MA,G,21,Tuesday,2020-05
Shanghai,female,MA,I,21,Tuesday,2020-05
Oversea,male,MA,G,21,Tuesday,2020-05
Chongqing,female,SCB,G,21,Tuesday,2020-05
Others,male,SCB,G,21,Tuesday,2020-05
Hainan,female,MA,I,21,Tuesday,2020-05
Sichuan,female,MA,I,22,Tuesday,2020-05
Others,female,SCB,G,22,Tuesday,2020-05
Guangdong,female,SCB,I,22,Tuesday,2020-05
Guangdong,male,MA,G,23,Tuesday,2020-05
Others,female,MA,I,0,Wednesday,2020-05
Beijing,female,SCB,G,0,Wednesday,2020-05
Others,female,SCB,G,1,Wednesday,2020-05
Zhejiang,female,MA,I,1,Wednesday,2020-05
Hubei,female,MA,I,1,Wednesday,2020-05
Others,female,MA,I,1,Wednesday,2020-05
Guangdong,male,MA,I,2,Wednesday,2020-05
Others,female,SCB,I,3,Wednesday,2020-05
Others,female,SCB,I,3,Wednesday,2020-05
Others,female,SCB,I,4,Wednesday,2020-05
Guangdong,female,MA,I,4,Wednesday,2020-05
Sichuan,female,MA,I,9,Wednesday,2020-05
Others,female,MA,I,9,Wednesday,2020-05
Others,male,MA,G,9,Wednesday,2020-05
Others,male,MA,G,10,Wednesday,2020-05
Others,female,SCB,I,11,Wednesday,2020-05
Heilongjiang,female,SCB,I,11,Wednesday,2020-05
Heilongjiang,female,MA,G,12,Wednesday,2020-05
Oversea,female,SO,I,12,Wednesday,2020-05
Others,female,MA,I,12,Wednesday,2020-05
Others,female,SCB,G,13,Wednesday,2020-05
Beijing,male,MA,I,15,Wednesday,2020-05
Oversea,male,SA,G,15,Wednesday,2020-05
Shandong,female,SO,G,16,Wednesday,2020-05
Guangdong,male,SCB,G,20,Wednesday,2020-05
Others,female,SCB,I,21,Wednesday,2020-05
Beijing,female,MA,I,22,Wednesday,2020-05
Guangxi,female,MA,I,23,Wednesday,2020-05
Beijing,male,SCB,G,1,Thursday,2020-05
Others,female,MA,I,2,Thursday,2020-05
Others,male,SCB,I,5,Thursday,2020-05
Shanghai,female,SO,I,8,Thursday,2020-05
Shanghai,female,SO,I,8,Thursday,2020-05
Shanghai,female,MA,G,8,Thursday,2020-05
Beijing,female,MA,G,9,Thursday,2020-05
Sichuan,male,SCB,I,11,Thursday,2020-05
Hainan,female,MA,I,11,Thursday,2020-05
Others,male,MA,G,14,Thursday,2020-05
Jiangsu,male,SCB,I,16,Thursday,2020-05
Jilin,male,MA,I,19,Thursday,2020-05
Oversea,female,MA,G,20,Thursday,2020-05
Others,male,MA,I,21,Thursday,2020-05
Fujian,female,SCB,I,21,Thursday,2020-05
Henan,female,MA,G,0,Friday,2020-05
Heilongjiang,male,MA,G,1,Friday,2020-05
Oversea,female,SCB,I,9,Friday,2020-05
Others,female,SCB,G,9,Friday,2020-05
Oversea,female,MA,G,9,Friday,2020-05
Jiangsu,female,MA,I,9,Friday,2020-05
Oversea,female,MA,G,9,Friday,2020-05
Oversea,female,MA,G,10,Friday,2020-05
Chongqing,female,MA,I,12,Friday,2020-05
Sichuan,female,SCB,I,12,Friday,2020-05
Others,female,MA,G,13,Friday,2020-05
Others,female,MA,I,13,Friday,2020-05
Others,male,MA,G,13,Friday,2020-05
Others,female,SCB,I,15,Friday,2020-05
Others,male,SCB,I,18,Friday,2020-05
Others,male,MA,G,19,Friday,2020-05
Others,male,SCB,I,22,Friday,2020-05
Guangdong,male,MA,G,7,Saturday,2020-05
Beijing,male,SCB,G,8,Saturday,2020-05
Shandong,male,MA,I,9,Saturday,2020-05
Shandong,female,SCB,G,10,Saturday,2020-05
Shanghai,female,SCB,I,10,Saturday,2020-05
Oversea,female,MA,I,12,Saturday,2020-05
Guangdong,male,SCB,I,13,Saturday,2020-05
Oversea,female,SCB,I,13,Saturday,2020-05
Others,male,SCB,I,13,Saturday,2020-05
Liaoning,male,SCB,I,15,Saturday,2020-05
Guangdong,male,SCB,I,15,Saturday,2020-05
Zhejiang,male,MA,G,16,Saturday,2020-05
Hubei,female,MA,I,17,Saturday,2020-05
Others,male,MA,G,17,Saturday,2020-05
Shanghai,male,SCB,G,17,Saturday,2020-05
Jiangxi,male,SCB,I,17,Saturday,2020-05
Ningxia,male,SCB,I,17,Saturday,2020-05
Others,male,MA,I,17,Saturday,2020-05
Guangdong,male,MA,G,17,Saturday,2020-05
Beijing,female,SCB,I,17,Saturday,2020-05
Jiangxi,male,SCB,I,18,Saturday,2020-05
Sichuan,male,MA,G,18,Saturday,2020-05
Others,male,MA,G,18,Saturday,2020-05
Others,female,SCB,I,18,Saturday,2020-05
Sichuan,male,SCB,I,18,Saturday,2020-05
Fujian,male,MA,I,18,Saturday,2020-05
Beijing,female,MA,I,18,Saturday,2020-05
Others,female,MA,I,19,Saturday,2020-05
Sichuan,male,SCB,G,19,Saturday,2020-05
Henan,male,MA,G,19,Saturday,2020-05
Xinjiang,male,MA,G,20,Saturday,2020-05
Shaanxi,female,MA,G,20,Saturday,2020-05
Beijing,male,MA,G,20,Saturday,2020-05
Hunan,male,MA,G,20,Saturday,2020-05
Hebei,male,SCB,I,21,Saturday,2020-05
Oversea,male,MA,G,21,Saturday,2020-05
Others,female,SCB,I,21,Saturday,2020-05
Hebei,male,SCB,I,21,Saturday,2020-05
Hebei,male,SCB,I,21,Saturday,2020-05
Jiangsu,female,MA,I,0,Sunday,2020-05
Oversea,male,SCB,G,0,Sunday,2020-05
Others,male,MA,I,1,Sunday,2020-05
Oversea,male,MA,I,1,Sunday,2020-05
Shaanxi,female,MA,I,2,Sunday,2020-05
Guangdong,female,MA,I,2,Sunday,2020-05
Guangdong,female,SCB,I,2,Sunday,2020-05
Beijing,female,SCB,G,7,Sunday,2020-05
Others,male,MA,I,7,Sunday,2020-05
Oversea,female,MA,G,8,Sunday,2020-05
Others,female,MA,G,9,Sunday,2020-05
Beijing,female,SCB,I,10,Sunday,2020-05
Others,female,MA,I,11,Sunday,2020-05
Tianjin,female,SCB,G,11,Sunday,2020-05
Others,female,MA,G,11,Sunday,2020-05
Shanghai,female,MA,I,11,Sunday,2020-05
Oversea,male,MA,I,11,Sunday,2020-05
Shanghai,female,SCB,G,11,Sunday,2020-05
Guangdong,female,MA,I,11,Sunday,2020-05
Others,female,MA,G,12,Sunday,2020-05
Beijing,male,MA,I,12,Sunday,2020-05
Others,male,MA,G,12,Sunday,2020-05
Liaoning,female,SCB,G,12,Sunday,2020-05
Liaoning,female,MA,I,12,Sunday,2020-05
Beijing,female,MA,I,12,Sunday,2020-05
Fujian,female,MA,I,12,Sunday,2020-05
Chongqing,male,MA,G,13,Sunday,2020-05
Beijing,female,MA,I,13,Sunday,2020-05
Beijing,female,MA,I,13,Sunday,2020-05
Guangdong,female,SCB,I,13,Sunday,2020-05
Oversea,female,SCB,I,14,Sunday,2020-05
Hebei,female,SCB,G,14,Sunday,2020-05
Others,female,SCB,I,14,Sunday,2020-05
Others,female,MA,I,14,Sunday,2020-05
Fujian,female,SCB,I,14,Sunday,2020-05
Others,male,MA,G,14,Sunday,2020-05
Jilin,female,MA,G,14,Sunday,2020-05
Others,male,SCB,I,14,Sunday,2020-05
Fujian,female,MA,I,14,Sunday,2020-05
Liaoning,male,MA,G,14,Sunday,2020-05
Hunan,female,SCB,I,14,Sunday,2020-05
Others,male,MA,I,14,Sunday,2020-05
Tianjin,male,SCB,G,15,Sunday,2020-05
Oversea,female,SCB,G,15,Sunday,2020-05
Others,female,SCB,I,15,Sunday,2020-05
Zhejiang,female,MA,I,15,Sunday,2020-05
Tianjin,female,MA,I,15,Sunday,2020-05
Jiangsu,female,MA,G,15,Sunday,2020-05
Others,male,SCB,I,15,Sunday,2020-05
Liaoning,female,SCB,G,16,Sunday,2020-05
Sichuan,female,MA,G,16,Sunday,2020-05
Tianjin,female,SCB,I,17,Sunday,2020-05
Tianjin,female,SCB,I,17,Sunday,2020-05
Others,male,MA,I,17,Sunday,2020-05
Tianjin,female,SCB,I,17,Sunday,2020-05
Others,male,SCB,I,18,Sunday,2020-05
Others,male,MA,I,18,Sunday,2020-05
Others,male,MA,I,18,Sunday,2020-05
Others,male,SCB,G,18,Sunday,2020-05
Guangdong,male,MA,G,18,Sunday,2020-05
Oversea,female,SCB,G,20,Sunday,2020-05
Tianjin,female,MA,I,20,Sunday,2020-05
Hunan,male,SCB,I,20,Sunday,2020-05
Beijing,male,MA,G,20,Sunday,2020-05
Zhejiang,male,MA,I,20,Sunday,2020-05
Others,male,MA,I,20,Sunday,2020-05
Jiangsu,male,SCB,G,20,Sunday,2020-05
Hong Kong,male,SCB,I,21,Sunday,2020-05
Beijing,female,MA,I,21,Sunday,2020-05
Others,female,SCB,I,21,Sunday,2020-05
Shandong,female,MA,G,21,Sunday,2020-05
Oversea,female,MA,I,21,Sunday,2020-05
Shanghai,female,MA,I,21,Sunday,2020-05
Hubei,female,MA,I,21,Sunday,2020-05
Hubei,female,MA,I,21,Sunday,2020-05
Beijing,female,MA,I,21,Sunday,2020-05
Henan,male,SCB,I,21,Sunday,2020-05
Liaoning,female,MA,I,21,Sunday,2020-05
Oversea,female,MA,G,22,Sunday,2020-05
Hubei,female,MA,I,22,Sunday,2020-05
Taiwan,male,MA,G,22,Sunday,2020-05
Others,female,SCB,G,22,Sunday,2020-05
Beijing,female,MA,G,22,Sunday,2020-05
Beijing,female,SCB,I,23,Sunday,2020-05
Yunnan,female,SCB,I,23,Sunday,2020-05
Shandong,male,MA,I,23,Sunday,2020-05
Oversea,female,MA,I,0,Monday,2020-05
Gansu,female,MA,I,2,Monday,2020-05
Oversea,male,SCB,I,4,Monday,2020-05
Others,male,MA,I,6,Monday,2020-05
Shaanxi,male,MA,I,8,Monday,2020-05
Others,male,SCB,I,8,Monday,2020-05
Zhejiang,female,MA,I,8,Monday,2020-05
Jilin,male,SCB,I,8,Monday,2020-05
Guangxi,female,MA,I,9,Monday,2020-05
Beijing,male,MA,G,10,Monday,2020-05
Others,female,MA,I,10,Monday,2020-05
Others,male,SCB,I,11,Monday,2020-05
Hubei,female,MA,I,11,Monday,2020-05
Shanghai,male,SCB,I,11,Monday,2020-05
Others,male,MA,I,12,Monday,2020-05
Guangdong,female,MA,I,12,Monday,2020-05
Shanghai,female,MA,I,12,Monday,2020-05
Henan,female,SCB,G,12,Monday,2020-05
Shanghai,male,SCB,I,13,Monday,2020-05
Beijing,female,MA,G,13,Monday,2020-05
Others,female,MA,I,13,Monday,2020-05
Chongqing,female,MA,G,13,Monday,2020-05
Chongqing,female,MA,G,14,Monday,2020-05
Zhejiang,female,MA,I,14,Monday,2020-05
Others,female,MA,I,15,Monday,2020-05
Liaoning,male,MA,I,17,Monday,2020-05
Chongqing,female,MA,I,17,Monday,2020-05
Hubei,female,MA,I,18,Monday,2020-05
Jiangsu,male,SCB,I,19,Monday,2020-05
Others,female,MA,I,19,Monday,2020-05
Others,male,MA,I,19,Monday,2020-05
Beijing,female,SCB,I,21,Monday,2020-05
Hubei,female,MA,I,1,Tuesday,2020-05
Oversea,female,MA,I,1,Tuesday,2020-05
Beijing,female,SCB,I,3,Tuesday,2020-05
Others,male,SCB,I,6,Tuesday,2020-05
Oversea,female,MA,I,6,Tuesday,2020-05
Others,male,MA,I,8,Tuesday,2020-05
Hunan,female,MA,G,9,Tuesday,2020-05
Others,female,SCB,G,9,Tuesday,2020-05
Others,female,MA,I,11,Tuesday,2020-05
Hebei,male,MA,I,12,Tuesday,2020-05
Others,female,SCB,I,12,Tuesday,2020-05
Hebei,male,MA,I,12,Tuesday,2020-05
Others,male,SCB,I,12,Tuesday,2020-05
Hebei,male,MA,I,13,Tuesday,2020-05
Hebei,male,MA,I,13,Tuesday,2020-05
Hebei,male,MA,I,14,Tuesday,2020-05
Others,female,MA,I,14,Tuesday,2020-05
Hubei,male,SCB,G,14,Tuesday,2020-05
Others,female,MA,I,15,Tuesday,2020-05
Others,female,MA,I,17,Tuesday,2020-05
Henan,female,MA,I,17,Tuesday,2020-05
Others,female,MA,G,17,Tuesday,2020-05
Others,male,SCB,G,18,Tuesday,2020-05
Hebei,male,MA,I,19,Tuesday,2020-05
Zhejiang,female,MA,I,5,Wednesday,2020-05
Oversea,female,MA,I,10,Wednesday,2020-05
Others,male,SCB,I,11,Wednesday,2020-05
Oversea,female,MA,G,11,Wednesday,2020-05
Shaanxi,male,SCB,I,12,Wednesday,2020-05
Beijing,male,SCB,G,12,Wednesday,2020-05
Hong Kong,male,MA,I,15,Wednesday,2020-05
Guangdong,female,MA,I,15,Wednesday,2020-05
Jiangsu,female,MA,I,16,Wednesday,2020-05
Sichuan,female,MA,I,16,Wednesday,2020-05
Others,female,MA,I,16,Wednesday,2020-05
Others,male,MA,I,23,Wednesday,2020-05
Others,female,MA,G,23,Wednesday,2020-05
Others,female,MA,I,0,Thursday,2020-05
Others,male,SCB,I,0,Thursday,2020-05
Others,male,MA,I,2,Thursday,2020-05
Guangdong,female,MA,I,11,Thursday,2020-05
Beijing,female,SCB,I,11,Thursday,2020-05
Others,female,MA,I,12,Thursday,2020-05
Others,female,MA,G,12,Thursday,2020-05
Others,male,MA,I,15,Thursday,2020-05
Shanghai,female,SCB,I,15,Thursday,2020-05
Others,female,SA,G,15,Thursday,2020-05
Others,female,SCB,G,15,Thursday,2020-05
Others,female,MA,G,15,Thursday,2020-05
Others,female,SA,G,15,Thursday,2020-05
Oversea,female,MA,G,15,Thursday,2020-05
Zhejiang,female,MA,G,16,Thursday,2020-05
Zhejiang,female,MA,I,16,Thursday,2020-05
Shanghai,male,MA,G,16,Thursday,2020-05
Others,female,MA,G,16,Thursday,2020-05
Guangdong,male,MA,G,16,Thursday,2020-05
Others,female,MA,G,17,Thursday,2020-05
Zhejiang,female,SA,I,17,Thursday,2020-05
Guangdong,male,MA,G,17,Thursday,2020-05
Hunan,female,MA,G,18,Thursday,2020-05
Shanghai,male,MA,I,20,Thursday,2020-05
Others,male,MA,I,17,Friday,2020-05
Others,male,MA,G,22,Friday,2020-05
Jiangsu,female,SCB,G,22,Friday,2020-05
Others,male,SCB,G,23,Friday,2020-05
Others,male,SO,I,0,Saturday,2020-05
Oversea,female,MA,G,2,Saturday,2020-05
Shanghai,female,MA,I,9,Saturday,2020-05
Oversea,female,SCB,G,10,Saturday,2020-05
Others,male,MA,I,13,Saturday,2020-05
Others,male,MA,I,13,Saturday,2020-05
Tibet,female,MA,G,14,Saturday,2020-05
Jilin,male,MA,I,14,Saturday,2020-05
Jilin,male,SCB,I,14,Saturday,2020-05
Others,female,MA,I,14,Saturday,2020-05
Jilin,male,SCB,I,14,Saturday,2020-05
Jilin,male,SCB,I,14,Saturday,2020-05
Hunan,female,MA,G,15,Saturday,2020-05
Others,male,SCB,I,18,Saturday,2020-05
Others,female,MA,G,20,Saturday,2020-05
Others,male,SCB,I,20,Saturday,2020-05
Liaoning,female,MA,G,1,Sunday,2020-05
Yunnan,male,MA,I,9,Sunday,2020-05
Hubei,female,MA,I,9,Sunday,2020-05
Shandong,female,SCB,I,9,Sunday,2020-05
Others,female,MA,G,15,Sunday,2020-05
Others,female,MA,G,15,Sunday,2020-05
Others,female,MA,I,17,Sunday,2020-05
Hubei,female,SCB,I,18,Sunday,2020-05
Others,male,MA,G,19,Sunday,2020-05
Others,male,SO,G,20,Sunday,2020-05
Others,female,SCB,G,21,Sunday,2020-05
Hubei,female,MA,I,21,Sunday,2020-05
Others,female,SCB,I,21,Sunday,2020-05
Others,male,MA,I,2,Monday,2020-05
Shanghai,female,MA,I,5,Monday,2020-05
Oversea,female,MA,G,9,Monday,2020-05
Others,female,MA,G,13,Monday,2020-05
Others,female,MA,G,14,Monday,2020-05
Others,female,MA,I,14,Monday,2020-05
Oversea,female,MA,I,15,Monday,2020-05
Others,male,MA,G,16,Monday,2020-05
Beijing,female,MA,G,16,Monday,2020-05
Oversea,female,MA,I,16,Monday,2020-05
Others,female,MA,G,17,Monday,2020-05
Fujian,male,SCB,I,6,Tuesday,2020-05
Hunan,female,MA,I,17,Tuesday,2020-05
Jiangsu,male,SCB,I,20,Tuesday,2020-05
Others,male,SCB,G,21,Tuesday,2020-05
Others,male,MA,I,21,Tuesday,2020-05
Beijing,male,SA,I,23,Tuesday,2020-05
Hubei,female,MA,G,1,Wednesday,2020-05
Others,male,SCB,I,15,Wednesday,2020-05
Jiangsu,female,MA,I,16,Wednesday,2020-05
Hunan,male,SCB,G,0,Thursday,2020-05
Sichuan,female,MA,G,2,Thursday,2020-05
Others,female,SCB,I,2,Thursday,2020-05
Others,female,MA,G,2,Thursday,2020-05
