comment_text,location,gender,category,target,time,day,year_month
"__female________,____female_______________________________________,________________________________male_________,______________________________________________________________________male_1000__________",__,male,SCB,I,,Saturday,2020/05
___________female________________________male_____________________________________________________________________________________,__,male,MA,G,,Saturday,2020/05
___________________________________,__,female,MA,I,,Saturday,2020/05
_______________________female__,__,male,MA,G,,Saturday,2020/05
_____________________male__male_______,__,male,SCB,G,,Saturday,2020/05
female____________________________________________male_____female___________________________________________________________female______________________female_____,__,male,SCB,I,,Saturday,2020/05
female____________________,__,male,SCB,I,,Saturday,2020/05
________female________________________________female______male___________,__,male,MA,I,,Saturday,2020/05
________________,__,male,MA,G,,Saturday,2020/05
___________wsc___male_____female_________________________________female_______,__,female,SCB,I,,Saturday,2020/05
"__female_________female_______________________________________________________female____________________________female______________________________________,______female___________________________________________male_______________________________________________female______________________male____male________female____",__,male,SCB,I,,Saturday,2020/05
_______________female____________,__,male,MA,G,,Saturday,2020/05
__________male_______female___________________……,__,male,MA,G,,Saturday,2020/05
______male_____________________female____malefemale______________,__,female,SCB,I,,Saturday,2020/05
__female____male________female____ __female___female______male______female_____,__,male,SCB,I,,Saturday,2020/05
_______male_female__________________female______“__female________________________________female________”,__,male,MA,I,,Saturday,2020/05
"__________________90,00____________________________male_____",__,female,MA,I,,Saturday,2020/05
_____female________________________female___________female_______________female______,__,female,MA,I,,Saturday,2020/05
"___female__________male____________female________,wsc___male______________________________________________________malefemale___“___”____________________________________________________male___________",__,male,SCB,G,,Saturday,2020/05
_____female___________________________________________male_______________male_______________female___________,__,male,MA,G,,Saturday,2020/05
________________________________________________female____male________female____________________________female_female___male_____female_,__,male,MA,G,,Saturday,2020/05
___________female______,__,female,MA,G,,Saturday,2020/05
female_________qj_ female____________,__,male,MA,G,,Saturday,2020/05
__________________________________________________________female__female_____,__,male,MA,G,,Saturday,2020/05
______ __female______male______male_______________female_________________female__________________“_”,__,male,SCB,I,,Saturday,2020/05
____female_______male______________ ____female_________________________ ______ _________,__,male,MA,G,,Saturday,2020/05
"______________________________________50_____________100_male_______female__________________________________________,________________________________female_______________________male___________________female_________________________male____malefemale_____________________",__,female,SCB,I,,Saturday,2020/05
__female______ _________ ______female______,__,male,SCB,I,,Saturday,2020/05
female_____female______male_____________male_____,__,male,SCB,I,,Saturday,2020/05
__________________,__,female,MA,I,,Sunday,2020/05
_____ ____ ____female___male________,__,male,SCB,G,,Sunday,2020/05
______male_________male___________________________male_______________________female___________,__,male,MA,I,,Sunday,2020/05
+10086 _______ ________female_ _____female__female_ ____female____female___male__female_________ _______________ ___________________,__,male,MA,I,,Sunday,2020/05
_________________female__,__,female,MA,I,,Sunday,2020/05
___________________________________female____……____________________________female_____male_________,__,female,MA,I,,Sunday,2020/05
___________________malefemale_____?__________________________________male_____female_____________________________,__,female,SCB,I,,Sunday,2020/05
___________________________“_female”_____________________________________“____”______________________________,__,female,SCB,G,,Sunday,2020/05
_______female__________________________________________________________________________________________,__,male,MA,I,,Sunday,2020/05
"____female______________female___________female_____female_______female_____________________________________________________________female____female_______________________,___male__male______________male__________female_________________male________female___female________________________malefemale_______________,___________________________________________________________________female__male____________________male_____female_____,____male________female_________female_______female____________________________ male______________female_____",__,female,MA,G,,Sunday,2020/05
"______female___________________,male______",__,female,MA,G,,Sunday,2020/05
_____________________male______male____male______________,__,female,SCB,I,,Sunday,2020/05
_______…__________________________,__,female,MA,I,,Sunday,2020/05
______male___________female__________________,__,female,SCB,G,,Sunday,2020/05
_________male_____________female______________female____gay____,__,female,MA,G,,Sunday,2020/05
____________b___________________________female___,__,female,MA,I,,Sunday,2020/05
_______male________________……,__,male,MA,I,,Sunday,2020/05
_______male_male_________male,__,female,SCB,G,,Sunday,2020/05
__ ________female_ malefemale__ _______,__,female,MA,I,,Sunday,2020/05
"____________________________male__________,_____male_____________________________________________________________________@shazhuwotmxs ____________",__,female,MA,G,,Sunday,2020/05
_________________________male______,__,male,MA,I,,Sunday,2020/05
__female_________________________________________,__,male,MA,G,,Sunday,2020/05
____________________________________male_,__,female,SCB,G,,Sunday,2020/05
___________________male____male_____male___,__,female,MA,I,,Sunday,2020/05
"_____female____male_____________________male_____________________,___________male______male______________________malefemale___,______________________________________male___male__________________________________male________________male______female__,female______________________________________________________________malefemale________male____________female___OK_________female______________________________female________,____________________________female____,_________365____female_____male_______________________male________female______________________________________female_____________________________________",__,female,MA,I,,Sunday,2020/05
//@_______:___________female________male_____female_________male__________,__,female,MA,I,,Sunday,2020/05
______________________________________________________________________________________,__,male,MA,G,,Sunday,2020/05
"__female___________________________……____________,___female_",__,female,MA,I,,Sunday,2020/05
__female__papi_____ _______female_ _____female_____ ________________ _____ ______ papi______ ________ _________ ____female_____,__,female,MA,I,,Sunday,2020/05
_________________female_______,__,female,SCB,I,,Sunday,2020/05
_________________female_________________________________________________,__,female,SCB,I,,Sunday,2020/05
_______________female_______male_____female_________,__,female,SCB,G,,Sunday,2020/05
female_________________________________________________________,__,female,SCB,I,,Sunday,2020/05
____________________________,__,female,MA,I,,Sunday,2020/05
________________________________________________________________~~~,__,female,SCB,I,,Sunday,2020/05
___female_______________,__,male,MA,G,,Sunday,2020/05
________female_______________________________________,__,female,MA,G,,Sunday,2020/05
female____________________,__,male,SCB,I,,Sunday,2020/05
"___________________________male_________female__“_____”“_____male____”“________”_________female__male__________,______________female_____________",__,female,MA,I,,Sunday,2020/05
female__________________________________________________________________________________________,__,male,MA,G,,Sunday,2020/05
_____male_______female_________________________,__,female,SCB,I,,Sunday,2020/05
____________________________________,__,male,MA,I,,Sunday,2020/05
female____ ___________,__,male,SCB,G,,Sunday,2020/05
male__________female______________________________________________,__,female,SCB,G,,Sunday,2020/05
_____male_________female___________male____________,__,female,SCB,I,,Sunday,2020/05
__male_________________,__,female,MA,I,,Sunday,2020/05
_______male________________female_______,__,female,MA,I,,Sunday,2020/05
_________________________________________female_________,__,female,MA,G,,Sunday,2020/05
_______________________________________________________________female_________________,__,male,SCB,I,,Sunday,2020/05
"____female___________female__,_____male__________male______",__,female,SCB,G,,Sunday,2020/05
"female________female___,__female_",__,female,MA,G,,Sunday,2020/05
__female__________________female_____malefemale______female________female___________female_________female___________female__________male________,__,female,SCB,I,,Sunday,2020/05
_______female_______________female_____female__________male___________________________________________________________?,__,female,SCB,I,,Sunday,2020/05
_____________________________________________________________,__,male,MA,I,,Sunday,2020/05
__female__________female_“______________”___female____________male_______malefemale____female__________male____________female__________,__,female,SCB,I,,Sunday,2020/05
"_________________________male_____________,__male_______female____________male_______________female___________________,_______________3000_________________________________female_________male_______________________________________,____malefemale__________male________female_____male___________female__________________male_______________,male____________male_________female______________male___________male_____________female_________________________female__________________female____________________female______,male_________female________________________male___________________female_____________________________________________________________",__,male,SCB,I,,Sunday,2020/05
____ ______ ______,__,male,MA,I,,Sunday,2020/05
____“__”___________female_______female________female_______“__”__________female________“_”_____female_____,__,male,MA,I,,Sunday,2020/05
"_____female_________________""_____""_______________________male_______________________________female________________,____female_male______________",__,male,SCB,G,,Sunday,2020/05
female________female_________,__,male,MA,G,,Sunday,2020/05
____________________________________________,__,female,SCB,G,,Sunday,2020/05
________________female_______________________________,__,female,MA,I,,Sunday,2020/05
"____female_____________________________________,_______female_male____________male_female_________________________________________",__,male,SCB,I,,Sunday,2020/05
__________ ______ ____female__________ ______male________,__,male,MA,G,,Sunday,2020/05
_______________female_______________male____female______female___,__,male,MA,I,,Sunday,2020/05
"_______female_  ____  ______________ _ _female______,________",__,male,MA,I,,Sunday,2020/05
____________________female_________________,__,male,SCB,G,,Sunday,2020/05
male___________female___________,__,male,SCB,I,,Sunday,2020/05
__________________________________female_________________________________female____,__,female,MA,I,,Sunday,2020/05
______?_____________________________________??,__,female,SCB,I,,Sunday,2020/05
_______________________female_____________________________12____female_______,__,female,MA,G,,Sunday,2020/05
_______female______loser____,__,female,MA,I,,Sunday,2020/05
____________male_____________LGBT____________________male_____male_________________________“_”female_________male_______________male_____,__,female,MA,I,,Sunday,2020/05
___male____female__________female______________female_____,__,female,MA,I,,Sunday,2020/05
_______________male_________________________________female__female________,__,female,MA,I,,Sunday,2020/05
"________ __male__ ____female_ _____female______________ _____female______ __ __ _____female__________________________male_,_______ _______________""__""____""__""_____________""_____""____male_female_____female____female_________female________male___________female_female_____,________ _______male__________female_________female________female_________________",__,female,MA,I,,Sunday,2020/05
______male_______female______,__,male,SCB,I,,Sunday,2020/05
____male___________________________________________gay______________________________________________________________________________male__________,__,female,MA,I,,Sunday,2020/05
______female_______male____“___male___________”________,__,female,MA,G,,Sunday,2020/05
______female____female______________male____________male__________________________female_________________________________________________female________male____________,__,female,MA,I,,Sunday,2020/05
female____________female_____,__,male,MA,G,,Sunday,2020/05
"_______female______,_____________________________female___,________female_______________________female_____female______ _______female___,_female_______________,____female________________",__,female,SCB,G,,Sunday,2020/05
___________male________________,__,female,MA,G,,Sunday,2020/05
_____female_Kol_______________“__”____/________“_”_“_”_______female__________________________________________________,__,female,SCB,I,,Sunday,2020/05
female__________ ___________……,__,female,SCB,I,,Sunday,2020/05
____male__female__________________-____female____________female________,__,male,MA,I,,Sunday,2020/05
_____________________vans,__,female,MA,I,,Monday,2020/05
_______male_____________________male__________________female__________________male___,__,female,MA,I,,Monday,2020/05
__________________________female______________________________,__,male,SCB,I,,Monday,2020/05
_____male_____________male________________male________________,__,male,MA,I,,Monday,2020/05
_____________female_____,__,male,MA,I,,Monday,2020/05
__________…__female______________male____________male____female______female______________________female________male______female____________________,__,male,SCB,I,,Monday,2020/05
"_______________________________,______________female________,______female___5400___",__,female,MA,I,,Monday,2020/05
__female_______________________female_________,__,male,SCB,I,,Monday,2020/05
_____________________________________________________,__,female,MA,I,,Monday,2020/05
_______________________“_”___,__,male,MA,G,,Monday,2020/05
_____________________________________________female________________________________,__,female,MA,I,,Monday,2020/05
__________female_______________________________________,__,male,SCB,I,,Monday,2020/05
__female_______________________female_female__female________,__,female,MA,I,,Monday,2020/05
_____female____male___female____,__,male,SCB,I,,Monday,2020/05
________________________________female__________female___________________________________________________,__,male,MA,I,,Monday,2020/05
6000__________________ _________________male_________________________ ______ _________,__,female,MA,I,,Monday,2020/05
___________________________________________________________________male_____________________________,__,female,MA,I,,Monday,2020/05
__________________________________________________________________________female______________,__,female,SCB,G,,Monday,2020/05
_____female__________female___________,__,male,SCB,I,,Monday,2020/05
____love is love____________________________________________________________________________,__,female,MA,G,,Monday,2020/05
______________xuanju_______?_________________?_______,__,female,MA,I,,Monday,2020/05
male_____female_______________________female________________________________female_________male____________female_____________________,__,female,MA,G,,Monday,2020/05
_______________female________________________________female_,__,female,MA,G,,Monday,2020/05
male_=male_+_________________female_____________female__,__,female,MA,I,,Monday,2020/05
"__________________________________female_____male________________________,___________________________________________________female_______________________male_,_______________female______________female_____female______male____________",__,female,MA,I,,Monday,2020/05
_______________________________________,__,male,MA,I,,Monday,2020/05
__________________________________________________female_______female____?__female_________________,__,female,MA,I,,Monday,2020/05
"_________________male_/___male_/female_——__________________________________________________________________________________________male_________,__female________________male_____________________“__”_,_____?__________________?____________?_________________malefemale_________________?________?______________________________?______________/",__,female,MA,I,,Monday,2020/05
____________________________female________female___,__,male,SCB,I,,Monday,2020/05
________________________________male_________ female________ _____ male___________,__,female,MA,I,,Monday,2020/05
"_____________female_______female_______female_________,_________________________________________________________________",__,male,MA,I,,Monday,2020/05
_________________________________________________________________________________________________________________________female__________________,__,female,SCB,I,,Monday,2020/05
_____________________________,__,female,MA,I,,Tuesday,2020/05
________female_____male_ ____female_______female__,__,female,MA,I,,Tuesday,2020/05
_________“________________female_________”_____________female_____________…____,__,female,SCB,I,,Tuesday,2020/05
____________________________________,__,male,SCB,I,,Tuesday,2020/05
__female____________female_ _____ ____female___________bg,__,female,MA,I,,Tuesday,2020/05
___female_______papi______female_______________malefemale,__,male,MA,I,,Tuesday,2020/05
__________________female________,__,female,MA,G,,Tuesday,2020/05
_____female______________male_____________,__,female,SCB,G,,Tuesday,2020/05
"_________________________female________”female___”______________________________________”female_”_______________________”___female_”__,___________________female____________________________________________________________________________,____________________________________________male___female_______________________female________________female_______________________________”female_”______________,_________________________female________male__________________female____________________________________female____________________female_________________________,___________________________________________male___________”female_”__________________female____________”female_”____”female_”__________male________________________female__,____female___________________________________________________________________________”__female_”____,__”female_”______female_____female______________male______________________________female____________male_____”female_”____________female________________female___________”female_”________",__,female,MA,I,,Tuesday,2020/05
"_____male_female___________________female__,_______female____male____________________,_____________female_________________________female________________female______________,___male__________________female__malefemale_______ _male_____________male___________________male_________________",__,male,MA,I,,Tuesday,2020/05
_______“__female_”___________________female______________,__,female,SCB,I,,Tuesday,2020/05
"____________________female____male_________________________________malefemale___________________________________,___male___________________female_____________male____________________male____male________________malefemale__________________malefemale___________",__,male,MA,I,,Tuesday,2020/05
"_________________________female_________________________________________________________,_______________female___female_____ ___________________________,papi__________female_________,paipi________female__,__female______female____female___female_________________,_female____",__,male,SCB,I,,Tuesday,2020/05
male__________________________________________female__________________________________male___________________________________________________________,__,male,MA,I,,Tuesday,2020/05
"____________male_____________male______________________________________________________,______male____________________________________________________male_______________,___________male______female___________female____________________malefemale____________________female_________________female__________female______female__________male_______,______male______________________________________________________male_____________________________________________________________________________,__________________________________________male_female__male________________male_______________________________male______________________male____________________,_____________________________________malefemale_______male___",__,male,MA,I,,Tuesday,2020/05
"_______________________________________male______________________________male___________female____female______male_____________________________________________,__male______________________________________male___________,male__________________________________male__________________,_________male__________male____male___________________male_____________________male___________malefemale___",__,male,MA,I,,Tuesday,2020/05
“_________male____________________________”_________________,__,female,MA,I,,Tuesday,2020/05
____________________female_______male___________________,__,male,SCB,G,,Tuesday,2020/05
_________________________________________,__,female,MA,I,,Tuesday,2020/05
"__________male_____________________________female_____________male_________________________________________________________________male_______female__,________female__lowb________",__,female,MA,I,,Tuesday,2020/05
__female_____________________malefemale_________male____________________male______________________male____________,__,female,MA,I,,Tuesday,2020/05
"____ ________________“__”_______ _________ _____________,________female____",__,female,MA,G,,Tuesday,2020/05
"___________________________,________________________________",__,male,SCB,G,,Tuesday,2020/05
"_______female______female_______________female_____________male________,male___male_______________malefemale______female_______________________male__________________,_________________female_____male___________________________male___________male____male___________________________________male__________________________,______male_______________________________male_____________________female_____________________________",__,male,MA,I,,Tuesday,2020/05
____________________female___(*^.^*)__~_,__,female,MA,I,,Wednesday,2020/05
"____________male_________male_female________________(______male___female___________)____male_________________________,______male_______________female______________________________________,_______________________________malefemale_____",__,female,MA,I,,Wednesday,2020/05
"______8_____23_____female______23__male__________23__female_hdjdks_29__male_hdjn_female__________23____female_23_____________________female__________23__female____________________________,_______________8___23____23_________________23___29____23____________________23__________________________female_________________________,_________female_________________male__________________female_______male____________female_____________________________________________male_____male____________________",__,male,SCB,I,,Wednesday,2020/05
________female_16______________________________________15__female__________________________,__,female,MA,G,,Wednesday,2020/05
__________female_?_female___________,__,male,SCB,I,,Wednesday,2020/05
"_________________________,male________female___________",__,male,SCB,G,,Wednesday,2020/05
_________________________________________female_____________male_______________________________________________low_low_________,__,male,MA,I,,Wednesday,2020/05
_____________female__________b_____,__,female,MA,I,,Wednesday,2020/05
________________female___________female__v________,__,female,MA,I,,Wednesday,2020/05
_____________________,__,female,MA,I,,Wednesday,2020/05
___________female__________female_______female_,__,female,MA,I,,Wednesday,2020/05
__female____________________________,__,male,MA,I,,Wednesday,2020/05
"________female_______________male____female__________male_______________male____________,___male________________________,______________________________________,male_______",__,female,MA,G,,Wednesday,2020/05
"________________________________,_____________________________,__________female____________________,_______female________________,_female_______female___________________,_______________male___,______________________female_______________female______________________________________________________________________________,male_________,____male_______,_____female_______________,______________________________________female__________________,______male__________________________________________________female_________________________________________________bb____",__,female,MA,I,,Thursday,2020/05
"____male___________male______,_________male________,______________male_,____________________________female__________,___________male_____,__female______________________________female______male___,___male_____________________female_,____________________male___,_____male_________female_,__female_______________________,________________female________female________________female_____,___female__________female____n______________________,________________female____,______female________,___________________female____________female______________malefemale___,_________________________________________________,______________,_______________________female__________female_____________________,_____male________,____________female______,____female__________,_________________male_,_male______________male_____h_,_______female______,_male___________________________________________________,_____________male____,____male____female________,_______female_________,_____________male__________________________________female___,_____female______________,____male_________female__male____________________________________male_______________,____female___male______female_______female_male______female_____,_male_______________________________________female__________________________________________male___",__,male,SCB,I,,Thursday,2020/05
__female__male____________________,__,male,MA,I,,Thursday,2020/05
"________________________________________________female___________male__________malefemale_________________________________________,________male____female_____________________________________female___________PK________male__________________male_______________male___female__________________________PK_,female___female________________________________female____female______female__________________________________________male___________________female__________________________",__,female,MA,I,,Thursday,2020/05
____female______________,__,female,SCB,I,,Thursday,2020/05
_____ ____________ ____ _________ __female____________female_______ ________ _________________________ __________,__,female,MA,I,,Thursday,2020/05
___________ _____ _____ ______________male_ ________female______female_____ _____malefemale_______ __male__________ _____,__,female,MA,G,,Thursday,2020/05
_____________ ___ ________female_ ___female___,__,male,MA,I,,Thursday,2020/05
__male________________female___,__,female,SCB,I,,Thursday,2020/05
________________________________________20____________,__,female,SA,G,,Thursday,2020/05
______________________________________________________________________,__,female,SCB,G,,Thursday,2020/05
___________________________________________________________________________________________________________________________jb____________,__,female,MA,G,,Thursday,2020/05
"_____——“________________________”,___________________________,_______________________________________________________________________________________________________________……_____________jb_",__,female,SA,G,,Thursday,2020/05
___________female______male______________female__________,__,female,MA,G,,Thursday,2020/05
_____________________“__”_____________________,__,female,MA,G,,Thursday,2020/05
________male________male___________female______________male______________female______,__,female,MA,I,,Thursday,2020/05
"_____ ________vx_____ ________,__...______female__",__,male,MA,G,,Thursday,2020/05
"__________________________________________________________,_____“___________________”——________________________________20%_____________“__”_______female_________________________________________",__,female,MA,G,,Thursday,2020/05
___male_______female_________________________male__V__________________________,__,male,MA,G,,Thursday,2020/05
________“___________blablabla”______________female_____________,__,female,MA,G,,Thursday,2020/05
____male_________female__________________male________female_______“__”______________________________________female_/male_______________________,__,female,SA,I,,Thursday,2020/05
______________female__pua__female__________female___,__,male,MA,G,,Thursday,2020/05
__male_____________________,__,female,MA,G,,Thursday,2020/05
_________________,__,male,MA,I,,Thursday,2020/05
____malefemale_________________male_female_______________malefemale__________? _______________female_______male____________________________male____________,__,male,MA,I,,Friday,2020/05
___________1200___female________________ __female____?____male_________________?,__,male,MA,G,,Friday,2020/05
__“__”__“__”________________,__,female,SCB,G,,Friday,2020/05
________________________________,__,male,SCB,G,,Friday,2020/05
_________female___________________,__,male,SO,I,,Saturday,2020/05
________________male______“__”_,__,female,MA,G,,Saturday,2020/05
_________ _______male_____ ______,__,female,MA,I,,Saturday,2020/05
_________________________________female__________,__,female,SCB,G,,Saturday,2020/05
____________“__”__________________________________________________13_14________“___”________________38___2000-2010___16_7______87%_female____________female_____,__,male,MA,I,,Saturday,2020/05
"_____male_female________________________,_________________________________female_________________________________________male_____________female____________________________,____________________male_______________________________male_____________________________________________________,____________________________________male______male_________male___________________",__,male,MA,I,,Saturday,2020/05
"__________ __ ___female___,__female___female______________",__,female,MA,G,,Saturday,2020/05
____male_________________________male,__,male,MA,I,,Saturday,2020/05
_______________female__________________________male______________female_____________________________,__,male,SCB,I,,Saturday,2020/05
___female________female____________  _________female__,__,female,MA,I,,Saturday,2020/05
"__________________________,_____________female_____female__________________________________",__,male,SCB,I,,Saturday,2020/05
_____female_______________________________________,__,male,SCB,I,,Saturday,2020/05
"____female________________yy___________,______female__________________female_______________________,__male______female_______female_______________________female______",__,female,MA,G,,Saturday,2020/05
______________________________________female__,__,male,SCB,I,,Saturday,2020/05
__________“__”______female_______________,__,female,MA,G,,Saturday,2020/05
female_________malefemale_____________________zz___“male___female_______female____male____”____________________,__,male,SCB,I,,Saturday,2020/05
________________male_,__,female,MA,G,,Sunday,2020/05
__________________female_ _______,__,male,MA,I,,Sunday,2020/05
"________________________________?_________?____“_female_________”________________——_________________________?_______?__________?,____“__”_____?___________?____________________________________________?_________________________________________________________,____“______”_____________________________________________________“___”_,___________________?____________________________female___________",__,female,MA,I,,Sunday,2020/05
______________male_________male__________________male_______________male________________________________________________________,__,female,SCB,I,,Sunday,2020/05
________male__________,__,female,MA,G,,Sunday,2020/05
_____“___”“__rap”_________________________female________,__,female,MA,G,,Sunday,2020/05
male______bot___________“________”______……,__,female,MA,I,,Sunday,2020/05
________________________________________female___,__,female,SCB,I,,Sunday,2020/05
"male__________ ______ _____________,____male_____",__,male,MA,G,,Sunday,2020/05
______________xxx ___ ______,__,male,SO,G,,Sunday,2020/05
"malefemale_________female_________________________________________________________________……_____________________male_________________________,_____________________________________________________",__,female,SCB,G,,Sunday,2020/05
_____________male__female_______female______________male___________“____________female___”____,__,female,MA,I,,Sunday,2020/05
"_______________________female__________________female______________mslfemale____________,__60______……____________female_______________________________female_____________________,_________female______________________________female_____",__,female,SCB,I,,Sunday,2020/05
___________female________________________,__,male,MA,I,,Monday,2020/05
male__________female_______,__,female,MA,I,,Monday,2020/05
_________male________________,__,female,MA,G,,Monday,2020/05
________male__________female__……male___female_______female_____male_jj_..._____________male___________________________,__,female,MA,G,,Monday,2020/05
_______________  __________male_______female___________so_________male_________________________________________________________________,__,female,MA,G,,Monday,2020/05
"____________________________female___________________________...____________“__”_,“male__________female_”____________________..._______________female____________________________________________________",__,female,MA,I,,Monday,2020/05
__________________________________,__,female,MA,I,,Monday,2020/05
________male______________________________,__,male,MA,G,,Monday,2020/05
male____________________________,__,female,MA,G,,Monday,2020/05
___female_____male__________,__,female,MA,I,,Monday,2020/05
______________________________________________________________________________“________female__________”_______,__,female,MA,G,,Monday,2020/05
female_______female_________,__,male,SCB,I,,Tuesday,2020/05
___male_________________,__,female,MA,I,,Tuesday,2020/05
_______________female_________________________________malefemale__________________________________female__________female______,__,male,SCB,I,,Tuesday,2020/05
______female_______________________female____________________male_________________male_________________________,__,male,SCB,G,,Tuesday,2020/05
_________female__________female_____________________________________female__________________________________________________________female__,__,male,MA,I,,Tuesday,2020/05
___________female___male___________female___________,__,male,SA,I,,Tuesday,2020/05
______________________female__________________________“__female_”______male________________________,__,female,MA,G,,Wednesday,2020/05
"_____female____ _________female______,_________ _________________ _____________,____female________male_____,____________ _________ ____________________________ ________ ______ ____ ____________ __________________,_________________ ___________________ ________,_____________ _________ ______________ _____ __________________,lzx_____ male____,____ ______3-4P_____________________ ____________",__,male,SCB,I,,Wednesday,2020/05
____________female___________ ________,__,female,MA,I,,Wednesday,2020/05
"________________male__________________________________________male________,________female____male_________________________________male____40___female________female_____________________female___________female________________________",__,male,SCB,G,,Thursday,2020/05
___________________________male________________________male___________________male___________________________________________________________________,__,female,MA,G,,Thursday,2020/05
___female__________ _______:female _    ____________________________……__  _______“__”_ _____________ ______“__female_”_______ _________ ____________________……,__,female,SCB,I,,Thursday,2020/05
_________________“___”____________female________________________,__,female,MA,G,,Thursday,2020/05
"____female__________//,______female_________female____________“_______________”____female___________________________//",__,male,SCB,I,,Thursday,2020/05
: __________________________________female______male________________________________________________________________________,__,male,SCB,G,,Thursday,2020/05
___female_________________________male______female______female_______male_________male__________female__,__,female,SCB,I,,Thursday,2020/05
______ __________ ____! ______,__,female,SCB,I,,Thursday,2020/05
____________male_____“__”__________,__,male,MA,I,,Thursday,2020/05
______female________________female____________________,__,female,MA,G,,Thursday,2020/05
________________,__,female,SCB,I,,Thursday,2020/05
__________________,__,female,SCB,I,,Thursday,2020/05
__________________________________________________,__,female,SCB,I,,Thursday,2020/05
"________________________________________female_____female_____________“_female_”_,___________________________________",__,female,MA,G,,Thursday,2020/05
_______________________female__,__,male,SCB,G,,Thursday,2020/05
__________________,__,female,MA,I,,Thursday,2020/05
___female_________male_________,__,female,MA,I,,Thursday,2020/05
_____female______female______________female_____________________________________female,__,female,MA,I,,Thursday,2020/05
________female__________________,__,female,MA,I,,Thursday,2020/05
____female________“_female”_____________female_____female____female____female_____________female__________________________female______female____female___________________,__,female,MA,I,,Thursday,2020/05
"_____________________________________________________________,_____________________________________________________________,_________________________________,_________________________________________",__,female,SCB,I,,Thursday,2020/05
_____________________________+____male________________________female_ ________________________,__,female,MA,G,,Thursday,2020/05
"_______male__female_________ _____female__male___male______,_____male__female_____ __female______________ ____female____________male_____ ______female______________________________",__,male,SCB,I,,Thursday,2020/05
"___________female__ ______ ________________,___________ ______BG____ male_male female_female ____malefemale__",__,female,MA,G,,Thursday,2020/05
"________female___________male_____________________________male___male__female__,____________female______",__,male,MA,I,,Friday,2020/05
______________________________female___________________________________________________female_____,__,male,SCB,I,,Friday,2020/05
_______female______female____male_______________male___________female___30_______TM______________________male_____female_______________male____________________male____________,__,male,SCB,I,,Friday,2020/05
____________female______,__,female,MA,I,,Friday,2020/05
____male__________________________________,__,female,SCB,G,,Friday,2020/05
____________________________________female_____male_____________________,__,male,SCB,I,,Friday,2020/05
______pua_______pua_____pua___________pua,__,female,MA,G,,Friday,2020/05
__________male______________________________female____male_________520___________________________female________________________female______male_,__,male,SCB,I,,Friday,2020/05
__________________________________________malefemale___________________________________________________,__,male,SCB,G,,Friday,2020/05
"______________female_______male__________________female_____malefemale__________________________________________________,_______________________",__,female,MA,I,,Friday,2020/05
"_____________________________________________male______________________________________________________________,_______________________________,_________________________________________________________",__,male,MA,G,,Friday,2020/05
____female________________________________male_,__,male,MA,I,,Friday,2020/05
____________________________________________female________________female_______________________female______________________________________________________,__,female,MA,I,,Friday,2020/05
"________________________________________________________________________________________________________________________,______________________________________________________________________________________________________________________________________,1___________________________________________________________________2_______________________________________________________________________,1________________________________________________________________2_______________________male_3__________malefemale_male_________________female__________male______",__,male,MA,G,,Friday,2020/05
"_____ab___________________________________________________________________________________________________________________,__________________________________________________female__________________________________________________________________________",__,female,MA,G,,Friday,2020/05
"________________era___female______female______________________female___________________________________________________________female___________female_____,______________________________________________________________female____________________________________________________________________________,female__________________female_____female________________________________________female____female__________________male______________era___________female____________,______________female_________________________________________________________era_________female_________________________________________“____”______",__,female,SCB,I,,Friday,2020/05
male_____________ ____________female___________________male______________female__ __________male________male__________female____male____________________________,__,male,SCB,I,,Friday,2020/05
_~___________________________________,__,male,SCB,I,,Friday,2020/05
_______________________________________________________________________________________________________,__,female,SCB,I,,Saturday,2020/05
__ _____female______ ___ ____,__,female,MA,G,,Saturday,2020/05
“__”_________________male________________,__,female,MA,G,,Saturday,2020/05
"_____________________________________________,_____________________________",__,female,MA,G,,Saturday,2020/05
______________female______________,__,female,MA,I,,Saturday,2020/05
male____________________,__,female,MA,I,,Saturday,2020/05
"__________female__female_______female_______________________,__female_______________male______female____“_female_”“__”“____”“__male_”_",__,female,SCB,I,,Saturday,2020/05
male__________female____________________female________male________________male___female_____________________,___,female,MA,I,,Saturday,2020/05
__malefemale_____male___male______male___female_____________female_______female________male____“______________”___female________________female__________________________________,__,male,SCB,G,,Saturday,2020/05
______________________________________,__,female,SCB,I,,Saturday,2020/05
______female____ _____female_ ________female______,__,female,SCB,G,,Saturday,2020/05
_________www___________________female_____,__,male,SCB,G,,Saturday,2020/05
______female______________________________________________________,__,male,MA,I,,Saturday,2020/05
_____female________________________,__,male,MA,G,,Saturday,2020/05
_______________________________________female__________male_________________________female______________________female_____male____________________,__,female,MA,G,,Saturday,2020/05
